Job ID,Max Bid,Provider ID
54ce91cd2e08b70233a55187,  $1640.00,52586982ce77a70394652ed4
54cea5882e08b70233a55311,   $275.00,522f508fce77a72144de25b4
54cea5882e08b70233a55311,   $275.00,5418afa1ccebe76b7bec0a50
54cf1e85c5f46ecd0f1a37e3,  $3925.00,5435a20251a18de5415ed380
54cfc46a2e08b70233a564da,  $3500.00,524e2427ce77a70d00a2f776
54d26ac42e08b70233a6c937,  $2400.00,51afdafbce77a705985df8c5
54d2be81c5f46ecd0f1baacf,  $6800.00,53648db8245c7d2708e3c5d6
54d38e8d2e08b70233a6f50a,   $250.00,517ee91bce77a717a4e5800f
54d53b472e08b70233a73ca6,   $500.00,5435a20251a18de5415ed380
54d57c592e08b70233a746ec,  $5850.00,54c69f8cc5f46ecd0f193490
54d90b4550dfb5e80702a8ee,  $3500.00,52f9548e245c7d296cfe6f02
54d94ce250dfb5e80702b775,   $125.00,53c9e7f043ccad834e48273d
54dbb51a4540f7261752055b,  $4500.00,54daa5742e08b70233a7ccef
54dbe1aa4540f72617521756,   $750.00,5435a20251a18de5415ed380
54dbe7cb1f52c78b548250f4,  $3500.00,52f9548e245c7d296cfe6f02
54dc16154540f72617522e7b,  $2000.00,52a2435fce77a70ca8b23880
54dce8801f52c78b54827cbc,   $400.00,521ce092ce77a704a4d53fe9
54de3f4d4540f72617528632,   $200.00,54c19c762e08b70233a3eff2
54de48381f52c78b5482c095,   $500.00,52979cf1ce77a706f8819fd5
54e392af4540f7261752ee10,   $600.00,50c0202bce77a711d840ba32
54e3ef024540f72617530850,  $4500.00,546a3b5b3e3e776908254e2f
54e8f1a5b54b72b02f01217a,  $1250.00,517ee91bce77a717a4e5800f
54ea58492de2cbc012269c66,   $937.50,537bac51245c7d120c478c37
54ec9344b54b72b02f017acf,  $1750.00,52260498ce77a71e58f8112e
54ec9344b54b72b02f017acf,  $1750.00,52d45d31245c7d1d0841c1f9
54ecc1622de2cbc01226ee02,   $350.00,53053fa7245c7d284068d46b
54ed134db54b72b02f01b242,  $3000.00,5435a20251a18de5415ed380
54eda51db54b72b02f01d1be,  $2680.00,52d45d31245c7d1d0841c1f9
54ee3827b54b72b02f01f3e9,  $4050.00,54d9b2b12e08b70233a79b65
54ee5c342de2cbc012276866,   $750.00,5421d58accebe76b7bed5050
54ee5c342de2cbc012276866,   $750.00,532b46d2245c7d0a8029d254
54ef51b2b54b72b02f022c68,   $275.00,5002f6fece77a70b1cb0a822
54f0fae42de2cbc01227e8fb,  $3760.00,524da6f7ce77a706949fbe78
54f1b31f2de2cbc01227f745,  $1475.00,5435a20251a18de5415ed380
54f23ff52de2cbc012280142,  $3250.00,53a3cf50245c7d270c1caa2b
54f490922de2cbc012282be9,   $700.00,54c947d0c5f46ecd0f1990a0
54f4d0fe82367ff007e90f72,  $1200.00,52bb0ed3245c7d0ea84b7660
54f4f2f868f8262816bafa14,  $1880.00,52d45d31245c7d1d0841c1f9
54f5f2b268f8262816bb2478,  $4300.00,52d45d31245c7d1d0841c1f9
54f5f36068f8262816bb2502,  $6000.00,54d9b2b12e08b70233a79b65
54f6377368f8262816bb470d,   $500.00,5421d58accebe76b7bed5050
54f6377368f8262816bb470d,   $500.00,5435a20251a18de5415ed380
54f64b2b018439c66807cd84,  $3500.00,510197e3ce77a71638879c1f
54f66613018439c66807d546,   $645.00,52557e5bce77a7040c61dc0c
54f66613018439c66807d546,   $645.00,4fea4394ce77a70b3cbad036
54f66613018439c66807d546,   $645.00,522f508fce77a72144de25b4
54f6dad1018439c66807e7c6,  $1150.00,51ca3c0dce77a71df8c871d9
54f84d47f97d87546f405af7,  $1425.00,5435a20251a18de5415ed380
54fd45640bb19ae920a83239,   $855.00,5435a20251a18de5415ed380
54fdc916f97d87546f410b54, $15000.00,54b95ad7c5f46ecd0f17fd20
54fe512c0bb19ae920a8619d,  $1000.00,51fbf490ce77a7112c64aa0b
54fef0810bb19ae920a86dea,  $4250.00,54c94a49c5f46ecd0f19914d
54ff39d0f97d87546f414d78,   $160.00,538e39fe245c7d0edc2d758e
54ff76faf97d87546f416070,  $5250.00,54d9b2b12e08b70233a79b65
54ff8020f97d87546f416320,  $5000.00,5435a20251a18de5415ed380
5500d1d5f97d87546f41aa22,  $4550.00,54d9b2b12e08b70233a79b65
550200a9f97d87546f41e255,   $800.00,529e609ece77a70bf4dd612e
55020ee3f97d87546f41e5a3,  $1750.00,52260498ce77a71e58f8112e
55020ee3f97d87546f41e5a3,  $1750.00,52d45d31245c7d1d0841c1f9
55021dda0bb19ae920a919b5,  $1250.00,54f0fc0e2de2cbc01227e97d
550306280bb19ae920a92eb0,  $3750.00,52beaf7d245c7d1ae0301aaf
550369e10bb19ae920a94654,   $275.00,53ee5fb17366e0ec3c7362d9
5504f89e0bb19ae920a962ef,   $750.00,536a5bd0245c7d219ca8a1df
55071a3cf97d87546f4264dc,  $1700.00,5435a20251a18de5415ed380
55073d7df97d87546f426e6e,  $1900.00,52d45d31245c7d1d0841c1f9
55095d62f97d87546f42cce4,  $2500.00,53648db8245c7d2708e3c5d6
55095d62f97d87546f42cce4,  $2500.00,4fe8af66ce77a701188553f5
5509b26f0bb19ae920aa078e,   $800.00,5435a20251a18de5415ed380
550a10070bb19ae920aa2417,  $1750.00,5435a20251a18de5415ed380
550b10d3f97d87546f431b64,  $2000.00,524dd3c9ce77a706949fc248
550b28a00bb19ae920aa4b38,   $325.00,54c19c762e08b70233a3eff2
550c3c70149467271fddd6f4,  $1500.00,5435a20251a18de5415ed380
550c7d890b5713935b6acc96,  $1125.00,4fea4394ce77a70b3cbad036
550ca7970b5713935b6ad4e0,   $800.00,52d45d31245c7d1d0841c1f9
550dbe4be14573073a622915,   $275.00,54c19c762e08b70233a3eff2
550dc024e14573073a622949,   $195.00,54c19c762e08b70233a3eff2
550eef6c0b5713935b6af681,  $9300.00,5303f76f245c7d1e8833368c
551024c7e14573073a625534,  $2830.00,52741ee4ce77a705684ec99d
5510d1680b5713935b6b4435,  $1700.00,50c0202bce77a711d840ba32
5510e552e14573073a62894e,  $1500.00,552c4ee18928e5212ecf3b73
55131ad60b5713935b6bae92,  $4000.00,546a3b5b3e3e776908254e2f
55139d15b8d1be394982ebd8,   $437.50,536a5bd0245c7d219ca8a1df
551452d69516c92415477b01,   $645.00,522f508fce77a72144de25b4
551452d69516c92415477b01,   $645.00,4fea4394ce77a70b3cbad036
551452d69516c92415477b01,   $645.00,52557e5bce77a7040c61dc0c
5515981cd6657ae7070e0cb4,  $4500.00,546a3b5b3e3e776908254e2f
551a099cd6657ae7070e8e46,  $5730.00,54e3c97e4540f7261752fb29
551aef209516c92415486bf0,  $2000.00,552c4ee18928e5212ecf3b73
551b0030d6657ae7070ec36b,  $1500.00,552c4ee18928e5212ecf3b73
551b07abd6657ae7070ec8bd,   $562.50,4fea4394ce77a70b3cbad036
551cb750d6657ae7070f3a4e,   $300.00,5435a20251a18de5415ed380
551d72899516c9241549077f,  $3275.00,5326eefb245c7d067062ead0
551e45a8d6657ae7070f8ca8,  $1880.00,52d45d31245c7d1d0841c1f9
551f0fe89516c92415496298,  $3500.00,5435a20251a18de5415ed380
55219508d6657ae7070fd5f6,  $2375.00,51afdafbce77a705985df8c5
55230fac9516c9241549c9fa,  $2000.00,51fbf490ce77a7112c64aa0b
55244c029516c9241549fd2d,  $7500.00,50d296b9ce77a722047d65bc
5525644fd6657ae707106f94,  $1250.00,50f59f67ce77a70700561c1a
552650ec8928e5212ece8992,   $825.00,522f508fce77a72144de25b4
5526c69e0234f7e6568bc0ae,  $1800.00,5435a20251a18de5415ed380
5526c9648928e5212ece9e8d,  $3230.00,52d45d31245c7d1d0841c1f9
5526c9648928e5212ece9e8d,  $3230.00,54c94a49c5f46ecd0f19914d
5526d6960234f7e6568bc648, $15000.75,547fcefb460e0793086e1339
5526f6eb0234f7e6568bcf3c,   $750.00,5435a20251a18de5415ed380
55283fc38928e5212ecedaae,   $775.00,528e4cfcce77a70a90a1678b
552ad62d8928e5212ecf0193,  $1880.00,52d45d31245c7d1d0841c1f9
552aff680234f7e6568c2c85,   $250.00,546a3b5b3e3e776908254e2f
552cd2980234f7e6568c7367,  $2700.00,524da6f7ce77a706949fbe78
552d62f60234f7e6568c8d7b,  $1000.00,54f36e602de2cbc012280fa1
552e95550234f7e6568ccf86,   $750.00,5435a20251a18de5415ed380
552e95550234f7e6568ccf86,   $750.00,52557e5bce77a7040c61dc0c
552edddf8928e5212ecfc4a5,   $165.00,533a4e4b245c7d03fcf1cf1a
552f4df98928e5212ecfe545,  $5730.00,54e3c97e4540f7261752fb29
552ff8468928e5212ed0018f,  $1425.00,54c94a49c5f46ecd0f19914d
553001598928e5212ed00523,  $5550.00,552c4ee18928e5212ecf3b73
553021ab8928e5212ed00ffc,  $3000.00,5435a20251a18de5415ed380
5530597b8928e5212ed02769,  $1450.00,54f0fc0e2de2cbc01227e97d
553142618928e5212ed04985, $18150.00,5364212d245c7d2708e3c459
553190ca0234f7e6568d879b,   $875.00,551325340b5713935b6bb1cd
55329a720234f7e6568d9f3c,  $1500.00,54d1aac62e08b70233a6b01b
55331f810234f7e6568da970,  $3350.00,53fd4d843c5e9fb1570015d1
5533e0758928e5212ed089d5,  $2500.00,54b95ad7c5f46ecd0f17fd20
55341b038928e5212ed090c0,  $1500.00,5501eb56f97d87546f41dd48
5534426f0234f7e6568dc571,  $7430.00,53c60b6a43ccad834e47d9c2
5535481b0234f7e6568df1f4,  $1550.00,53ee5fb17366e0ec3c7362d9
55355e6a8928e5212ed0d034,  $3000.00,53ec0ea343ccad834e4beaef
5535c99a8928e5212ed0e70d,    $50.00,51fc1a4cce77a7112cc01903
55368c060234f7e6568e36ca,  $7930.00,53c60b6a43ccad834e47d9c2
55369e9b8928e5212ed10ff2,  $1800.00,54d1aac62e08b70233a6b01b
5536ee818928e5212ed12b2d,  $3089.00,5213f0c7ce77a721002a1734
553717598928e5212ed135c6,  $1500.00,552c4ee18928e5212ecf3b73
553721a68928e5212ed137a1,  $2000.00,53c60b6a43ccad834e47d9c2
5537d6a30234f7e6568e8df8,  $1075.00,54c94a49c5f46ecd0f19914d
5537f2d98928e5212ed16848,   $200.00,5435a20251a18de5415ed380
55380cec0234f7e6568e9fa0,   $855.00,5435a20251a18de5415ed380
553905298928e5212ed19686,  $1000.00,54f36e602de2cbc012280fa1
553918668928e5212ed19c98,   $955.00,552c93b68928e5212ecf4753
55392f698928e5212ed1a477,  $4330.00,54c94a49c5f46ecd0f19914d
553955b00234f7e6568ee083,   $770.00,51ca3c0dce77a71df8c871d9
553976ef0234f7e6568ee9d8,  $2000.00,552c4ee18928e5212ecf3b73
55399e038928e5212ed1c908,    $20.00,54f36e602de2cbc012280fa1
553a7da40234f7e6568f1536,   $285.00,52557e5bce77a7040c61dc0c
553ab0258928e5212ed1f051,  $5080.00,52f9548e245c7d296cfe6f02
553ae2ca0234f7e6568f2dd8,  $1110.00,552c4ee18928e5212ecf3b73
553d532b8928e5212ed22e19,  $1325.00,552c4ee18928e5212ecf3b73
553fcd610234f7e6568fcffe,   $600.00,50c0202bce77a711d840ba32
553fd9ad0234f7e6568fd46a,  $1750.00,5539aa350234f7e6568efb7f
55401e978928e5212ed2be6a,  $2603.00,5435a20251a18de5415ed380
554025468928e5212ed2c160,  $1500.00,50f59f67ce77a70700561c1a
554031168928e5212ed2c5a5,   $645.00,4fea4394ce77a70b3cbad036
554031168928e5212ed2c5a5,   $645.00,522f508fce77a72144de25b4
554031168928e5212ed2c5a5,   $645.00,52557e5bce77a7040c61dc0c
554108140234f7e656901495,  $3070.00,52f9548e245c7d296cfe6f02
554111e88928e5212ed2e4e0,  $1250.00,5435a20251a18de5415ed380
5542b2670234f7e656907e38,  $2450.00,552c4ee18928e5212ecf3b73
5546ff6e8f99862a08310be3,  $3900.00,52d45d31245c7d1d0841c1f9
5547909cfee2a02f1d400679,  $1750.00,5435a20251a18de5415ed380
5547ad468f99862a08311ce9,  $1500.00,4f788321ce77a708281854bc
